Tipo;Utilizador;Data de Início;Tempo de Toque;Duração;Data de Fim;Fuso Horário;Origem;Destino;Destino Final;Serviço;Número de Páginas do Fax;Telefone de Origem;Tipo de localização;Tipo de Encaminhamento;Atendida;Percurso no Grupo de Atendimento;Tempo da Fila de Espera;Tipo de Telefone;Contexto de Acesso da Chamada;Identificação Chamada;Identificador Global da Chamada;Identificação de chamada reencaminhada;País;Causa de Não Atendimento;Destino_norm;Origem_norm;DataHora
Chamada Não Atendida;260283/400;2025-01-29 10:49:12;0:00:04;;2025-01-29 10:49:15;'Europe/Lisbon';'+35122500****';'+351234246184';'260283.1704827218a.geo1';Chamada voz;;'260283.1704827218a.geo1';Nacional;;Não atendida;;;Geográfico IP;Desconhecido;'00000011738123060129104912000014041800';'c1587291-0b99-4db6-b3cb-4d8b6cb3e402';;;Cancelada pela origem;351234246184;35122500;
